Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Expected Loss (in Rs.)
634,4.08,10.79,0.0057,2074.6677600000003
635,24.93,39.55,0.009,13563.166500000001
636,22.98,34.75,0.0021,3148.8345
637,1.3,36.81,0.0026,213.58219999999994
638,18.38,8.72,0.0039,6543.132960000001
639,0.0,8.57,0.0075,0.0
640,7.83,24.4,0.0084,4972.3632
641,9.97,4.62,0.0035,3328.2851
642,7.13,23.22,0.0037,2025.5331800000001
643,13.02,31.24,0.0096,8594.44992
644,23.3,34.18,0.0044,6747.866400000001
645,6.8,27.86,0.0053,2599.9256
646,14.87,17.15,0.0058,7145.481099999999
647,22.26,32.21,0.0081,12222.943739999999
648,12.31,36.4,0.0024,1878.9984
649,3.97,35.55,0.0076,1944.5854000000002
650,22.04,16.61,0.0058,10659.910479999997
651,20.76,4.03,0.01,19923.372
652,16.64,38.56,0.0011,1124.59776
653,8.03,1.72,0.0005,394.59419999999994
654,18.6,37.43,0.0059,6866.4317999999985
655,10.22,5.5,0.0094,9078.426000000001
656,3.91,11.23,0.0071,2464.34397
657,20.98,19.77,0.0051,8584.449540000001
658,14.78,27.75,0.0012,1281.4259999999997
659,13.96,23.55,0.0058,6190.0036
660,14.59,34.45,0.0068,6503.3466
661,21.5,8.6,0.0073,14345.230000000001
662,1.14,29.92,0.0048,383.47775999999993
663,16.39,1.85,0.0096,15443.3136
664,6.42,6.22,0.0096,5779.848959999998
665,2.4,2.75,0.0003,70.02
666,20.78,19.53,0.0055,9196.916299999999
667,22.66,29.08,0.0071,11410.03512
668,24.74,2.87,0.0038,9131.38556
669,3.93,1.11,0.0021,816.1391699999999
670,21.43,36.61,0.0042,5705.480339999999
671,22.91,21.41,0.0079,14223.925510000001
672,0.86,19.7,0.0043,296.9494
673,0.06,3.13,0.0087,50.56614
674,12.8,24.41,0.0083,8030.6816
675,2.57,39.55,0.0042,652.4972999999999
676,17.85,2.58,0.0062,10781.4714
677,12.15,39.47,0.0071,5221.62045
678,1.4,2.1,0.002,274.12
679,1.31,38.88,0.0047,376.31584000000004
680,18.73,37.2,0.0001,117.6244
681,1.59,11.64,0.002,280.98479999999995
682,7.71,8.41,0.0045,3177.71505
683,18.51,17.98,0.0089,13511.892780000004
684,21.6,23.93,0.009,14788.008
685,5.46,21.4,0.0051,2188.6956000000005
686,20.62,6.67,0.0088,16935.288480000003
687,6.07,23.74,0.0067,3101.4179400000003
688,9.08,14.56,0.0051,3956.5555200000003
689,18.08,5.58,0.0082,13998.331520000002
690,20.78,20.32,0.0023,3808.2259200000003
691,8.05,3.29,0.0026,2024.1402999999998
692,17.38,29.54,0.0083,10164.13684
693,7.04,8.39,0.0069,4450.04736
694,17.03,7.63,0.0007,1101.1427700000002
695,12.17,38.75,0.0092,6857.795
696,19.65,29.49,0.0098,13578.110700000001
697,12.67,16.75,0.0036,3797.1990000000005
698,9.55,14.84,0.0098,7970.124400000001
699,10.6,6.21,0.0043,4274.948199999999
700,7.85,21.15,0.0082,5075.5745
701,17.87,30.92,0.0033,4073.71668
702,17.14,27.64,0.0064,7937.602560000001
703,24.95,17.29,0.0018,3714.506099999999
704,6.03,29.22,0.0095,4054.6323
705,8.26,22.56,0.0083,5309.13152
706,12.74,37.06,0.0099,7938.370440000001
707,6.52,19.86,0.0067,3500.83576
708,9.84,35.21,0.0051,3251.4213599999994
709,15.11,23.98,0.0045,5168.979899999998
710,24.68,36.2,0.003,4723.7519999999995
711,5.96,20.18,0.0013,618.4453599999999
712,1.92,37.09,0.001,120.7872
713,16.03,38.86,0.0077,7546.5713399999995
714,2.27,37.87,0.0034,479.51934
715,15.86,39.96,0.0009,857.0109600000001
716,19.72,15.6,0.0014,2330.1151999999997
717,3.33,30.95,0.0013,298.91745
718,5.03,32.94,0.0006,202.38708000000003
719,3.14,15.18,0.0059,1571.3753200000003
720,4.53,10.91,0.006,2421.4662000000003
721,1.27,36.91,0.0099,793.2305700000002
722,19.85,22.18,0.0098,15138.3246
723,16.3,31.51,0.0024,2679.3288
724,5.01,26.52,0.0005,184.0674
725,21.5,25.66,0.0065,10389.015
726,0.13,17.69,0.0063,67.41189
727,8.97,2.73,0.0047,4100.80593
728,17.51,28.85,0.0097,12084.614050000002
729,11.12,23.7,0.0057,4836.1992
730,2.87,8.3,0.005,1315.8950000000002
731,2.37,11.72,0.0093,1945.7794799999997
732,0.78,23.6,0.0009,53.63280000000001
733,14.09,28.42,0.0005,504.28110000000004
734,21.78,0.25,0.0056,12166.308
735,10.47,18.84,0.0066,5608.31832
736,12.12,0.35,0.0049,5918.0142
737,18.47,25.17,0.0014,1934.95414
738,0.77,31.03,0.0069,366.43761
739,14.79,4.66,0.0023,3243.1807799999997
740,22.3,4.4,0.0076,16202.287999999999
741,17.04,28.22,0.006,7338.787199999999
742,22.59,29.22,0.0059,9433.629179999998
743,9.42,14.66,0.0097,7797.857159999999
744,23.44,26.26,0.0089,15383.343840000001
745,0.96,37.37,0.0019,114.23712000000002
746,17.72,32.88,0.0064,7611.94496
747,2.38,4.11,0.0072,1643.1710399999997
748,19.49,38.76,0.0076,9071.113759999998
749,24.88,17.99,0.0025,5101.022
750,24.52,30.27,0.0058,9916.721679999999
751,1.56,29.39,0.0056,616.84896
752,23.45,30.78,0.0059,9576.9331
753,24.07,7.95,0.0093,20605.48455
754,7.27,20.46,0.0027,1561.2906600000001
755,7.38,15.8,0.0041,2547.7236000000003
756,18.62,25.16,0.0036,5016.6748800000005
757,2.61,33.77,0.0059,1019.8757699999999
758,7.53,8.45,0.009,6204.343499999999
759,6.15,3.79,0.0062,3668.4873
760,3.7,28.15,0.0063,1674.8235
761,1.38,3.14,0.0059,788.63412
762,22.57,39.37,0.0061,8347.356510000001
763,9.85,6.53,0.0097,8930.59115
764,21.95,1.38,0.0005,1082.3545000000001
765,14.38,10.55,0.0014,1800.8074
766,15.0,9.71,0.0042,5688.27
767,20.61,5.1,0.009,17603.001
768,3.81,39.48,0.0018,415.04616
769,7.42,10.9,0.0048,3173.3855999999996
770,22.31,36.15,0.0094,13390.2389
771,4.63,21.6,0.001,362.99199999999996
772,1.19,32.93,0.0083,662.4503900000001
773,12.97,22.99,0.0069,6891.85593
774,23.41,30.08,0.0002,327.36544000000004
775,20.66,38.84,0.0083,10487.594479999998
776,6.2,33.31,0.0075,3101.0850000000005
777,4.17,32.71,0.0033,925.97769
778,11.45,27.84,0.003,2478.696
779,14.4,17.75,0.0069,8172.360000000001
780,3.12,32.57,0.0012,252.45792
781,2.59,0.95,0.0005,128.26975
782,16.89,30.91,0.0035,4084.2553500000004
783,1.72,5.97,0.0071,1148.29436
784,7.54,26.33,0.0031,1721.96258
785,24.77,14.59,0.0071,15020.800469999998
786,22.83,13.93,0.0004,785.9912400000001
787,11.89,19.68,0.0055,5252.5264
788,19.87,7.62,0.0081,14868.283860000001
789,8.65,26.42,0.0067,4264.3289
790,10.4,22.03,0.0022,1783.9536
791,5.1,11.48,0.003,1354.356
792,24.83,15.24,0.0093,19572.694439999996
793,23.9,7.71,0.0074,16322.409399999999
794,19.55,3.76,0.0028,5268.177600000001
795,5.36,15.42,0.0026,1178.70688
796,22.67,38.66,0.002,2781.1556000000005
797,7.66,9.07,0.0081,5641.84278
798,4.88,9.6,0.0006,264.6912
799,13.56,20.17,0.001,1082.4948000000002
800,9.1,28.92,0.0052,3363.5055999999995
801,22.9,35.88,0.0083,12187.2884
802,18.09,24.83,0.0039,5303.318670000001
803,0.95,26.68,0.0002,13.930800000000001
804,4.0,20.1,0.005,1597.9999999999998
805,17.47,37.08,0.0007,769.4486799999999
806,11.45,13.04,0.0035,3484.922
807,19.27,11.08,0.0028,4797.76752
808,14.98,29.88,0.0089,9348.53864
809,8.41,38.27,0.004,2076.5972
810,19.76,29.05,0.0067,9393.2124
811,10.23,19.34,0.0094,7756.426920000001
812,1.7,18.53,0.0085,1177.2415
813,0.05,2.07,0.0036,17.6274
814,18.69,32.9,0.0022,2759.0178000000005
815,10.85,27.6,0.0034,2670.836
816,11.82,15.14,0.0091,9127.71132
817,21.5,29.0,0.0065,9922.25
818,22.28,24.18,0.005,8446.348
819,21.52,34.78,0.0051,7158.02544
820,22.34,39.05,0.0086,11709.9578
821,15.23,19.83,0.0021,2564.07711
822,4.88,19.8,0.005,1956.88
823,23.73,9.61,0.0073,15658.169310000001
824,13.48,0.58,0.0058,7773.05328
825,0.92,34.05,0.0029,175.9546
826,17.8,10.03,0.0036,5765.277599999999
827,14.06,38.22,0.0022,1910.9789600000004
828,14.11,23.36,0.0078,8434.84512
829,9.32,22.94,0.008,5745.5936
830,17.06,31.3,0.0052,6094.514399999999
831,16.23,2.95,0.0079,12443.459850000003
832,17.84,2.96,0.0092,15926.98112
833,21.15,12.22,0.0089,16523.2683
834,5.87,7.36,0.0046,2501.4652800000003
835,16.48,28.63,0.0012,1411.41312
836,22.36,38.83,0.0035,4787.1642
837,8.0,23.13,0.008,4919.68
838,0.04,35.58,0.0069,17.779919999999997
839,7.83,32.36,0.0066,3495.49992
840,9.45,14.43,0.0014,1132.0910999999999
841,18.17,37.08,0.0055,6287.9102
842,8.08,5.11,0.0018,1380.08016
843,4.09,35.66,0.0043,1131.54758
844,10.06,37.54,0.0006,377.00856
845,0.82,28.91,0.0063,367.25093999999996
846,7.49,34.93,0.0029,1413.3854700000002
847,19.75,12.12,0.0012,2082.756
848,4.39,19.61,0.0006,211.74725999999998
849,21.66,17.76,0.0042,7481.5372800000005
850,15.06,25.6,0.0024,2689.1135999999997
851,21.07,3.05,0.0006,1225.6418999999999
852,2.78,0.03,0.0099,2751.3743400000003
853,6.94,7.56,0.0071,4554.88856
854,15.63,24.92,0.008,9388.003200000001
855,19.92,38.1,0.0022,2712.7056000000002
856,0.52,24.23,0.0064,252.16256
857,1.93,29.39,0.0017,231.67140999999998
858,12.14,14.7,0.0035,3624.397
859,0.12,34.24,0.0087,68.65343999999999
860,11.78,32.95,0.0006,473.90939999999995
861,0.76,13.29,0.0009,59.30964
862,5.35,16.97,0.008,3553.684
863,3.63,39.91,0.0093,2028.5783099999999
864,14.3,28.16,0.0069,7088.4528
865,23.37,14.58,0.0047,9382.44738
866,24.48,12.17,0.0068,14620.533119999998
867,13.75,13.56,0.0074,8795.27
868,13.22,22.27,0.0055,5651.7483
869,6.15,14.61,0.0023,1207.84155
870,6.06,33.91,0.0052,2082.62808
871,1.84,12.08,0.0035,566.2048
872,20.27,19.81,0.0072,11703.24936
873,12.45,8.77,0.0031,3521.0218499999996
874,17.06,20.46,0.0034,4613.6381599999995
875,12.99,11.93,0.0039,4461.71427
876,13.86,29.04,0.0064,6294.435840000001
877,11.1,38.93,0.0004,271.15080000000006
878,9.61,19.79,0.0015,1156.22715
879,5.97,20.78,0.0087,4114.607579999999
880,10.72,39.15,0.0026,1696.0112000000004
881,3.14,35.52,0.0042,850.36224
882,8.41,31.26,0.0075,4335.7755
883,22.45,3.59,0.0076,16449.4742
884,10.52,33.22,0.0004,281.01023999999995
885,7.46,11.37,0.0035,2314.1293
886,10.14,14.5,0.0095,8236.215
887,18.18,39.66,0.0046,5046.11352
888,16.94,16.53,0.0061,8625.288980000001
889,15.15,18.63,0.0016,1972.4088000000002
890,2.37,24.61,0.0062,1107.7806600000001
891,6.98,0.05,0.0041,2860.369100000001
892,14.65,12.48,0.0044,5641.5392
893,14.49,23.56,0.0081,8971.68636
894,3.17,22.35,0.0051,1255.36755
895,9.08,38.58,0.0016,892.3097600000002
896,14.46,12.09,0.0088,11186.371680000002
897,9.73,39.1,0.0059,3496.0863000000004
898,12.55,35.61,0.008,6464.756
899,0.29,25.21,0.0098,212.55317999999997
900,13.13,34.87,0.0033,2822.01777
901,5.39,23.83,0.0013,533.7231899999999
902,12.71,28.45,0.0048,4365.1224
903,13.98,4.44,0.0032,4274.97216
904,13.99,36.64,0.0064,5673.00096
905,21.2,27.9,0.0061,9323.972
906,0.55,26.08,0.0023,93.50880000000002
907,20.9,16.53,0.0076,13258.374799999998
908,20.03,38.45,0.0077,9492.918049999998
909,19.76,30.3,0.0071,9778.631200000003
910,7.69,17.09,0.0069,4399.28751
911,6.82,8.1,0.0032,2005.6256000000005
912,16.49,31.17,0.0027,3064.5180899999996
913,18.03,33.52,0.0069,8270.57736
914,14.89,14.67,0.0029,3684.6347299999998
915,2.31,34.98,0.0031,465.6082200000001
916,9.89,29.82,0.002,1388.1604
917,11.14,15.01,0.0023,2177.61378
918,10.52,32.27,0.0046,3277.5901599999997
919,7.74,27.2,0.0085,4789.512
920,23.27,33.21,0.0093,14454.090689999995
921,4.01,10.3,0.0071,2553.8487
922,4.53,8.52,0.0075,3108.033
923,12.24,39.63,0.0015,1108.3932
924,16.08,3.99,0.0081,12505.110479999998
925,9.38,24.32,0.0061,4330.25824
926,7.29,27.77,0.0009,473.90103
927,14.59,31.15,0.0085,8538.432750000002
928,14.48,26.76,0.002,2121.0304
929,14.34,9.97,0.0013,1678.33926
930,14.74,1.57,0.0033,4787.83206
931,14.58,5.32,0.0056,7730.43264
932,20.08,27.53,0.0064,9313.26464
933,2.16,2.63,0.0001,21.031920000000003
934,9.06,27.65,0.0033,2163.1203
935,22.22,6.15,0.0031,6464.575699999999
936,12.52,4.83,0.0076,9055.61584
937,21.98,38.83,0.0005,672.2583
938,9.96,26.47,0.0085,6225.049800000002
939,13.83,5.9,0.0012,1561.6835999999998
940,7.82,25.69,0.0062,3602.8460399999994
941,11.91,24.86,0.0083,7427.814420000001
942,24.85,17.15,0.0037,7617.643250000002
943,16.27,21.73,0.0011,1400.79819
944,11.42,34.36,0.0034,2548.66992
945,22.83,38.32,0.0001,140.81544
946,15.14,14.08,0.0067,8715.55296
947,1.88,35.21,0.0042,511.5818399999999
948,10.53,30.91,0.0057,4146.850890000001
949,16.26,38.25,0.0012,1204.866
950,21.36,30.6,0.0014,2075.3376
951,22.85,2.43,0.0011,2452.4219500000004
952,1.04,10.54,0.004,372.15360000000004
953,11.05,34.37,0.0041,2973.3671500000005
954,21.79,12.96,0.0004,758.64064
955,18.43,3.95,0.0004,708.0806
956,24.77,35.64,0.0021,3347.814119999999
957,0.53,10.53,0.0035,165.96685000000002
958,7.23,23.41,0.007,3876.2199000000005
959,1.25,21.0,0.008,790.0000000000001
960,15.27,36.1,0.0086,8391.475799999998
961,24.33,25.86,0.0092,16595.20104
962,2.64,6.31,0.0073,1805.5936800000002
963,21.64,27.01,0.0009,1421.55324
964,1.55,36.99,0.0074,722.7247000000001
965,22.03,24.31,0.0052,8670.74364
966,17.4,1.15,0.0067,11523.933
967,22.27,34.48,0.0084,12256.695359999998
968,18.94,16.89,0.0061,9602.03074
969,17.15,10.79,0.0083,12698.59745
970,3.62,15.81,0.0035,1066.6873
971,15.31,29.66,0.0054,5815.289160000001
972,12.01,30.42,0.0019,1587.7460199999998
973,24.1,16.33,0.0054,10888.813800000002
974,8.92,21.1,0.0079,5559.9252
975,6.37,28.78,0.0031,1406.38134
976,1.25,26.77,0.003,274.6125
977,13.6,24.01,0.01,10334.640000000001
978,21.6,31.89,0.007,10298.232
979,6.61,19.32,0.0021,1119.91908
980,14.35,26.22,0.0035,3705.6005000000005
981,20.85,39.83,0.0048,6021.8136
982,14.59,26.44,0.0045,4829.5818
983,6.25,32.48,0.0071,2996.2000000000003
984,13.08,13.57,0.0021,2374.05924
985,12.05,17.11,0.0052,5193.8874000000005
986,13.2,8.09,0.0096,11646.835199999998
987,22.63,38.82,0.0078,10799.12652
988,17.29,32.07,0.0001,117.45097
989,11.66,9.18,0.0042,4447.63704
990,2.54,16.79,0.0068,1437.20312
991,10.56,10.5,0.0085,8033.520000000001
992,8.27,22.1,0.0066,4251.937800000001
993,23.94,22.55,0.0098,18170.6994
994,21.08,22.6,0.005,8157.96
995,18.42,33.76,0.0032,3904.4505600000016
996,2.79,32.15,0.0035,662.55525
997,4.47,31.37,0.0057,1748.6237699999997
998,0.13,3.21,0.0086,108.21122
999,8.62,15.13,0.0014,1024.2111599999998
1000,13.41,30.69,0.0037,3438.9542700000006
1001,4.07,14.91,0.0066,2285.68758
1002,17.92,6.36,0.0012,2013.6345599999997
1003,21.62,34.8,0.0096,13532.3904
1004,21.32,2.47,0.0006,1247.6037599999997
1005,19.97,38.69,0.0002,244.87214000000003
1006,3.99,27.87,0.0086,2475.0688200000004
1007,1.15,29.0,0.0003,24.494999999999997
1008,6.59,18.53,0.0027,1449.59571
1009,13.62,0.86,0.0049,6616.405319999999
1010,22.15,23.93,0.0074,12468.6337
1011,14.09,2.24,0.0057,7851.398880000001
1012,21.42,14.65,0.0054,9872.2638
1013,4.38,36.82,0.0076,2103.1358399999995
1014,22.59,30.7,0.0046,7201.2402
1015,0.25,25.18,0.003,56.114999999999995
1016,3.95,31.26,0.0088,2389.4024000000004
1017,0.07,18.8,0.0004,2.2736000000000005
1018,24.2,23.86,0.0064,11792.563199999999
1019,8.75,35.89,0.0077,4319.411250000001
1020,4.43,36.88,0.0056,1565.8809599999997
1021,8.79,5.95,0.0041,3389.46795
1022,17.36,3.13,0.0098,16480.29936
1023,14.26,17.72,0.0044,5162.576320000001
1024,17.06,5.94,0.0052,8344.250719999998
1025,24.81,12.58,0.009,19520.011799999997
1026,14.32,16.78,0.0064,7626.946560000001
1027,23.72,6.38,0.0063,13990.19832
1028,21.14,19.11,0.0018,3078.02628
1029,8.31,22.83,0.0045,2885.77215
1030,10.51,4.83,0.001,1000.2367
1031,1.18,12.59,0.01,1031.4379999999999
1032,24.54,28.13,0.001,1763.6897999999999
1033,9.19,21.51,0.0004,288.52924
1034,9.09,33.6,0.0071,4285.3895999999995
1035,8.37,16.9,0.0019,1321.5392999999997
1036,21.74,9.96,0.0046,9004.36016
1037,16.34,19.97,0.0066,8630.75532
1038,22.26,6.14,0.0018,3760.7824800000003
1039,2.26,18.6,0.0043,791.0451999999998
1040,20.33,22.96,0.0068,10650.317759999998
1041,10.57,1.39,0.0022,2293.07694
1042,8.05,35.83,0.0028,1446.3917999999999
1043,11.39,0.3,0.002,2271.166
1044,19.72,11.69,0.0054,9403.95528
1045,20.5,19.1,0.0009,1492.605
1046,23.39,32.76,0.0092,14469.241119999999
1047,4.6,13.57,0.0076,3021.5927999999994
1048,16.67,17.98,0.0066,9024.00444
1049,5.08,9.01,0.0058,2680.92936
1050,7.81,23.86,0.0018,1070.37612
1051,4.14,28.89,0.0043,1265.90022
1052,2.44,28.27,0.002,350.04240000000004
1053,6.25,35.64,0.0038,1528.55
1054,22.15,25.29,0.0013,2151.2744499999994
1055,11.63,29.81,0.004,3265.2388000000005
1056,8.83,5.58,0.0007,583.6100200000001
1057,18.24,19.74,0.0016,2342.30784
1058,8.37,7.58,0.0037,2862.15498
1059,11.15,16.81,0.0045,4174.05825
1060,21.54,32.91,0.0032,4624.37952
1061,19.05,28.01,0.0039,5348.49705
1062,22.31,26.82,0.0082,13387.695559999998
1063,21.31,18.97,0.0033,5698.27269
1064,8.5,32.12,0.0004,230.79200000000003
1065,7.22,17.36,0.0029,1730.31632
1066,5.9,14.22,0.0099,5010.4098
1067,7.7,7.79,0.0004,284.00680000000006
1068,18.92,21.98,0.0018,2657.04912
1069,1.98,2.14,0.0049,949.4377199999999
1070,23.09,7.46,0.0023,4914.52178
1071,4.75,15.47,0.0052,2087.8909999999996
1072,11.32,8.21,0.005,5195.314
1073,8.25,30.88,0.0028,1596.672
1074,2.4,32.35,0.0081,1315.1159999999998
1075,2.09,1.68,0.0047,965.7973599999999
1076,6.32,25.96,0.0015,701.8992
1077,0.28,37.25,0.0074,130.01800000000003
1078,11.43,4.53,0.0087,9493.63227
1079,13.29,30.32,0.0034,3148.5604799999996
1080,3.53,38.91,0.0056,1207.6271199999999
1081,24.88,10.86,0.0002,443.56064
1082,6.35,22.17,0.0063,3113.58915
1083,11.88,1.02,0.0026,3057.2942400000006
1084,16.48,23.81,0.0096,12053.86752
1085,9.6,17.18,0.0087,6917.126399999999
1086,15.47,27.31,0.0059,6634.634370000001
1087,5.42,24.66,0.0094,3838.4223199999997
1088,12.31,17.47,0.004,4063.777200000001
1089,10.32,37.11,0.0018,1168.24464
1090,0.91,36.61,0.0001,5.76849
1091,20.04,16.84,0.0089,14832.08496
1092,15.74,28.61,0.0057,6404.96802
1093,23.06,35.65,0.0001,148.3911
1094,18.48,8.55,0.0062,10477.975199999999
1095,2.88,18.22,0.0055,1295.3952
1096,10.36,3.09,0.007,7027.913199999999
1097,22.15,38.85,0.0093,12596.594249999998
1098,18.69,9.35,0.0071,12029.164350000001
1099,9.78,37.75,0.0096,5844.527999999999
1100,4.65,14.49,0.0013,516.90795
1101,11.4,15.78,0.0005,480.0540000000001
1102,14.8,12.68,0.0057,7366.3152
1103,7.32,9.47,0.0093,6162.920279999999
1104,9.91,39.12,0.0012,723.98496
1105,1.67,30.54,0.008,927.9856
1106,0.79,34.56,0.0083,429.09007999999994
1107,6.29,15.27,0.0097,5169.63149
1108,24.64,22.66,0.0037,7050.9331200000015
1109,3.05,16.06,0.0061,1561.7037
1110,16.45,5.69,0.0027,4188.77865
1111,19.63,37.86,0.0028,3415.46296
1112,6.42,26.34,0.0086,4066.915919999999
1113,2.19,38.34,0.0089,1201.81506
1114,16.37,32.12,0.0058,6444.93448
1115,1.16,26.36,0.0025,213.55599999999998
1116,2.89,35.87,0.0043,796.94351
1117,15.77,11.59,0.0083,11572.07331
1118,15.55,8.84,0.0046,6520.6748
1119,13.58,11.37,0.0023,2768.26942
1120,10.86,28.33,0.0046,3580.3465199999996
1121,9.33,16.24,0.0095,7424.067599999999
1122,0.32,35.16,0.0027,56.02176000000001
1123,20.95,33.23,0.0058,8113.222699999998
1124,17.3,18.18,0.002,2830.972
1125,4.24,8.56,0.0043,1667.13408
1126,0.87,13.97,0.0074,553.86114
1127,6.41,17.4,0.006,3176.7960000000003
1128,24.38,25.97,0.0006,1082.9108399999998
1129,18.33,27.02,0.0097,12975.916979999998
1130,1.73,14.42,0.0038,562.60292
1131,10.13,23.39,0.006,4656.3558
1132,5.95,17.65,0.0096,4703.832
1133,16.98,35.28,0.0074,8132.197440000001
1134,22.0,15.14,0.0063,11761.596000000001
1135,10.33,7.93,0.0042,3994.5490199999995
1136,7.99,5.01,0.0048,3643.0564799999997
1137,2.34,21.31,0.0076,1399.4229599999999
1138,18.92,37.96,0.0056,6573.262080000001
1139,22.52,9.86,0.0095,19284.5516
1140,22.52,3.78,0.0028,6067.24832
1141,12.84,28.14,0.004,3690.7296000000006
1142,17.95,36.61,0.0008,910.2804000000001
1143,10.49,27.22,0.0067,5115.196739999999
1144,9.61,2.82,0.0004,373.55992
1145,9.24,39.33,0.0037,2074.1859600000003
1146,3.08,25.82,0.0023,525.49112
1147,19.18,36.88,0.005,6053.208
1148,0.38,32.81,0.0099,252.76878000000002
1149,19.71,0.86,0.009,17586.4446
1150,7.5,31.66,0.0033,1691.415
1151,6.38,33.09,0.0069,2945.51202
1152,18.08,11.75,0.0041,6541.795999999999
1153,5.85,31.73,0.0056,2236.5252
1154,21.03,28.05,0.0002,302.62170000000003
1155,7.56,35.21,0.0037,1812.3058799999997
1156,2.78,4.41,0.0048,1275.5529599999998
1157,5.11,29.33,0.0017,613.91029
1158,11.26,26.14,0.0079,6570.14244
1159,20.41,18.65,0.0089,14777.14615
1160,15.73,9.71,0.0077,10936.01509
1161,12.19,25.19,0.0086,7842.63154
1162,18.79,3.59,0.0055,9963.49145
1163,2.42,15.12,0.0089,1828.1454399999998
1164,7.4,37.88,0.0042,1930.6896000000002
1165,14.77,0.84,0.0017,2489.80844
1166,23.09,19.76,0.0035,6484.5956
1167,16.28,24.54,0.002,2456.9776000000006
1168,16.69,8.14,0.0043,6592.516620000001
1169,13.73,26.7,0.0056,5635.890399999999
1170,0.2,23.31,0.004,61.35200000000001
1171,3.13,7.88,0.0015,432.50339999999994
1172,9.05,27.57,0.0012,786.5898
1173,2.7,19.22,0.0055,1199.583
1174,14.67,36.31,0.0045,4204.495349999999
1175,11.4,5.95,0.0094,10078.398000000001
1176,0.66,20.15,0.0042,221.3442
1177,22.01,13.79,0.0047,8918.16587
1178,2.24,8.36,0.003,615.8208000000001
1179,10.45,38.35,0.0095,6120.303749999999
1180,19.1,9.23,0.0022,3814.155400000001
1181,4.42,14.74,0.0032,1205.9174400000002
1182,13.21,17.95,0.0038,4118.7459
1183,3.47,35.75,0.0049,1092.4427500000002
1184,10.48,17.49,0.0072,6225.87456
1185,9.61,4.44,0.0053,4867.15748
1186,23.53,15.56,0.0092,18279.23344
1187,5.8,13.87,0.003,1498.6619999999998
1188,11.22,23.59,0.006,5143.921200000001
1189,23.77,30.77,0.0031,5101.35101
1190,10.27,18.25,0.0043,3610.16175
1191,6.39,30.95,0.0037,1632.54915
1192,2.06,10.52,0.0032,589.85216
1193,8.93,34.8,0.0077,4483.2172
1194,21.82,33.94,0.0082,11819.719440000004
1195,20.71,17.51,0.0002,341.6735800000001
1196,11.79,33.52,0.0039,3056.8168799999994
1197,15.7,22.76,0.003,3638.0039999999995
1198,15.2,33.53,0.0006,606.2064
1199,18.17,17.47,0.0037,5548.409370000001
1200,7.4,39.53,0.0059,2640.1202000000003
1201,18.32,0.53,0.0014,2551.20656
1202,17.65,2.66,0.0075,12885.3825
1203,16.42,2.05,0.0077,12384.210300000002
1204,18.56,31.01,0.0056,7170.544639999998
1205,4.05,26.66,0.0098,2910.8646
1206,9.32,20.51,0.0096,7112.129279999998
1207,11.0,1.66,0.0027,2920.6980000000003
1208,6.91,34.12,0.0035,1593.3078000000003
1209,11.21,27.99,0.0054,4359.0533399999995
1210,19.13,20.95,0.0017,2570.7850499999995
1211,20.18,24.6,0.0069,10498.8468
1212,17.06,17.01,0.0054,7645.370759999999
1213,14.46,29.88,0.0025,2534.838
1214,5.86,0.97,0.0065,3772.0526999999997
1215,10.6,28.16,0.0019,1446.8575999999996
1216,12.1,22.59,0.0064,5994.6304
1217,8.38,13.89,0.006,4329.6108
1218,8.65,28.11,0.0015,932.7727500000001
1219,11.68,9.12,0.0037,3927.47008
1220,11.65,27.43,0.0015,1268.16075
1221,7.96,3.99,0.0011,840.66356
1222,15.33,11.28,0.0008,1088.0620800000002
1223,24.63,39.44,0.0082,12231.06096
1224,1.33,14.81,0.0052,589.1740400000001
1225,2.93,22.29,0.0046,1047.3753800000002
1226,8.94,30.96,0.0066,4073.63616
